347;arms_factory;1072.00;11.50;1165.00;5.93;0
347;arms_factory;1161.00;10.95;1250.00;1.20;0
347;arms_factory;1217.00;10.82;1278.00;5.32;0
347;arms_factory;1237.00;10.95;1239.00;0.25;0
347;arms_factory;1223.00;10.88;1281.00;4.37;0
347;arms_factory;1259.00;10.93;1289.00;5.93;0
347;industrial_complex;1208.00;11.10;1254.00;2.31;0
347;industrial_complex;1158.00;11.00;1278.00;4.98;0
347;industrial_complex;1151.00;10.88;1196.00;2.81;0
347;industrial_complex;1194.00;10.95;1258.00;4.38;0
347;industrial_complex;1144.00;10.88;1200.00;0.76;0
347;industrial_complex;1236.00;11.57;1313.00;4.88;0
347;air_base;1229.00;10.48;1256.00;4.98;0
347;supply_node;1240.00;10.65;1300.00;3.83;0
347;supply_node;1185.00;10.90;1257.00;1.58;0
347;supply_node;1140.00;10.55;1286.00;3.06;0
347;supply_node;1173.00;10.80;1291.00;6.00;0
347;supply_node;1166.00;11.80;1225.00;3.76;0
347;supply_node;1139.00;10.80;1202.00;5.23;0
347;supply_node;1212.00;10.85;1273.00;1.88;0
347;supply_node;1089.00;11.25;1167.00;4.47;0
347;supply_node;1107.00;11.10;1214.00;1.12;0
347;supply_node;1252.00;10.15;1272.00;4.06;0
347;supply_node;1236.00;10.90;1222.00;0.36;0
347;supply_node;1141.00;10.88;1246.00;3.30;0
347;supply_node;1199.00;10.48;1345.00;4.78;0
347;supply_node;1203.00;10.93;1202.00;2.53;0
347;supply_node;1185.00;11.35;1171.00;5.47;0
347;supply_node;1176.00;10.95;1327.00;0.67;0
347;supply_node;1221.00;12.07;1325.00;4.71;0
347;supply_node;1151.00;10.25;1310.00;6.18;0
347;supply_node;1209.00;11.40;1232.00;2.84;0
347;supply_node;1114.00;11.18;1182.00;0.60;0
347;supply_node;1115.00;10.80;1237.00;2.07;0
347;supply_node;1199.00;11.35;1305.00;5.01;0
347;supply_node;1160.00;10.50;1265.00;0.21;0
347;supply_node;1117.00;10.32;1266.00;4.25;0
347;supply_node;1236.00;10.70;1252.00;5.72;0
347;supply_node;1079.00;11.40;1203.00;2.38;0
347;supply_node;1175.00;11.00;1200.00;0.14;0
347;supply_node;1152.00;10.85;1177.00;1.61;0
347;bunker;1079.00;11.23;1193.00;3.05;0
347;bunker;1214.00;11.30;1310.00;0.89;0
347;bunker;1129.00;10.20;1261.00;2.45;0
347;bunker;1122.00;10.45;1243.00;5.12;0
347;bunker;1234.00;10.57;1287.00;1.50;0
347;bunker;1182.00;11.48;1166.00;4.52;0
347;bunker;1187.00;11.30;1225.00;5.72;0
347;bunker;1137.00;10.05;1308.00;3.56;0
347;bunker;1111.00;12.00;1202.00;6.23;0
347;bunker;1231.00;10.82;1205.00;2.97;0
347;bunker;1240.00;9.98;1267.00;4.17;0
347;bunker;1194.00;11.45;1229.00;2.01;0
347;bunker;1210.00;11.20;1195.00;6.13;0
347;bunker;1220.00;10.65;1256.00;6.23;0
347;bunker;1155.00;11.28;1209.00;4.07;0
347;bunker;1111.00;11.45;1208.00;0.46;0
347;bunker;1166.00;10.45;1336.00;3.12;0
347;bunker;1246.00;10.48;1278.00;4.68;0
347;bunker;1172.00;11.25;1198.00;2.52;0
347;bunker;1129.00;10.20;1299.00;3.73;0
347;bunker;1151.00;10.65;1184.00;0.46;0
347;bunker;1189.00;10.93;1340.00;3.13;0
347;bunker;1079.00;11.20;1165.00;5.79;0
347;bunker;1112.00;10.57;1256.00;3.63;0
347;bunker;1150.00;10.88;1265.00;5.19;0
347;bunker;1180.00;10.50;1299.00;1.57;0
347;bunker;1198.00;10.60;1264.00;4.24;0
347;bunker;1223.00;11.95;1329.00;2.08;0
347;anti_air_building;1229.00;11.40;1310.00;3.64;0
347;anti_air_building;1226.00;10.50;1253.00;0.02;0
347;anti_air_building;1124.00;11.15;1182.00;2.68;0
347;synthetic_refinery;1119.00;10.40;1261.00;0.52;0
347;fuel_silo;1211.00;11.38;1241.00;0.63;0
347;radar_station;1165.00;10.90;1258.00;5.23;0
347;rocket_site;1151.00;10.28;1325.00;2.59;0
347;nuclear_reactor;1193.00;10.90;1216.00;2.69;0
316;arms_factory;1180.00;10.40;1373.00;4.06;0
316;arms_factory;1166.00;10.45;1391.00;5.62;0
316;arms_factory;1161.00;10.45;1371.00;3.46;0
316;arms_factory;1218.00;11.85;1380.00;4.66;0
316;arms_factory;1152.00;10.43;1369.00;2.50;0
316;arms_factory;1180.00;10.15;1379.00;5.52;0
316;industrial_complex;1218.00;11.35;1384.00;0.45;0
316;industrial_complex;1180.00;10.07;1377.00;4.57;0
316;industrial_complex;1139.00;10.10;1329.00;0.95;0
316;industrial_complex;1138.00;9.95;1337.00;3.96;0
316;industrial_complex;1207.00;10.60;1399.00;5.17;0
316;industrial_complex;1130.00;10.00;1335.00;3.01;0
316;air_base;1138.00;10.03;1366.00;5.68;0
316;supply_node;1139.00;10.03;1341.00;2.80;0
316;supply_node;1150.00;10.65;1379.00;5.74;0
316;supply_node;1167.00;10.40;1362.00;2.39;0
316;supply_node;1200.00;10.10;1380.00;4.98;0
316;bunker;1170.00;10.70;1392.00;5.68;0
316;bunker;1162.00;10.60;1375.00;3.52;0
316;bunker;1205.00;11.00;1389.00;4.73;0
316;bunker;1154.00;10.20;1349.00;1.46;0
316;anti_air_building;1168.00;10.55;1378.00;4.13;0
316;anti_air_building;1168.00;10.18;1367.00;0.51;0
316;anti_air_building;1179.00;10.32;1374.00;3.18;0
316;synthetic_refinery;1200.00;10.07;1383.00;6.20;0
316;fuel_silo;1197.00;10.10;1375.00;2.58;0
316;radar_station;1170.00;10.30;1361.00;0.40;0
316;rocket_site;1150.00;10.53;1335.00;3.08;0
316;nuclear_reactor;1207.00;10.35;1379.00;4.64;0
310;arms_factory;1125.00;10.20;1314.00;1.87;0
310;arms_factory;1073.00;9.98;1335.00;4.54;0
310;arms_factory;1130.00;10.20;1309.00;2.38;0
310;arms_factory;1123.00;10.20;1302.00;3.59;0
310;arms_factory;1116.00;10.15;1378.00;0.32;0
310;arms_factory;1124.00;10.05;1322.00;4.44;0
310;industrial_complex;1075.00;10.30;1342.00;5.65;0
310;industrial_complex;1115.00;10.00;1363.00;2.38;0
310;industrial_complex;1131.00;9.95;1313.00;5.05;0
310;industrial_complex;1090.00;10.07;1334.00;2.89;0
310;industrial_complex;1091.00;10.05;1329.00;4.10;0
310;industrial_complex;1117.00;10.23;1301.00;0.83;0
310;air_base;1079.00;10.20;1345.00;3.49;0
310;supply_node;1117.00;10.05;1318.00;1.19;0
310;supply_node;1113.00;10.07;1357.00;5.23;0
310;supply_node;1085.00;10.20;1336.00;0.43;0
310;naval_base;1074.00;9.50;1331.00;-1.93;7235
310;naval_base;1097.00;9.50;1357.00;-1.82;7235
310;naval_base;1108.00;9.88;1310.00;-1.34;6952
310;bunker;1111.00;10.15;1347.00;2.54;0
310;bunker;1074.00;10.23;1343.00;0.39;0
310;bunker;1110.00;9.98;1332.00;3.05;0
310;coastal_bunker;1098.00;9.90;1311.00;0.48;0
310;coastal_bunker;1097.00;9.57;1356.00;-1.82;0
310;coastal_bunker;1102.00;9.60;1321.00;-1.34;0
310;dockyard;1098.00;9.90;1312.00;0.48;0
310;anti_air_building;1119.00;10.10;1319.00;3.06;0
310;anti_air_building;1122.00;10.23;1371.00;0.90;0
310;anti_air_building;1107.00;10.00;1337.00;3.56;0
310;synthetic_refinery;1120.00;10.20;1309.00;6.23;0
310;fuel_silo;1120.00;10.03;1359.00;1.50;0
310;radar_station;1102.00;10.28;1338.00;0.21;0
310;rocket_site;1114.00;10.03;1322.00;0.55;0
310;nuclear_reactor;1107.00;10.18;1350.00;4.67;0
310;floating_harbor;1063.00;9.50;1344.00;1.23;4093
320;arms_factory;1090.00;10.93;1242.00;3.22;0
320;arms_factory;1052.00;10.55;1199.00;4.42;0
320;arms_factory;1088.00;11.05;1236.00;2.26;0
320;arms_factory;1066.00;10.80;1223.00;4.93;0
320;arms_factory;1063.00;10.48;1251.00;0.21;0
320;arms_factory;1089.00;10.38;1277.00;2.87;0
320;industrial_complex;1087.00;11.00;1228.00;0.71;0
320;industrial_complex;1087.00;10.50;1268.00;1.92;0
320;industrial_complex;1100.00;10.30;1286.00;4.93;0
320;industrial_complex;1047.00;10.40;1183.00;1.32;0
320;industrial_complex;1070.00;10.93;1221.00;3.98;0
320;industrial_complex;1054.00;10.60;1201.00;1.82;0
320;air_base;1051.00;10.35;1238.00;3.38;0
320;supply_node;1061.00;10.43;1247.00;5.23;0
320;supply_node;1080.00;11.15;1227.00;2.99;0
320;supply_node;1105.00;10.20;1287.00;4.47;0
320;supply_node;1092.00;10.60;1254.00;1.12;0
320;supply_node;1058.00;11.00;1185.00;3.71;0
320;supply_node;1049.00;10.00;1222.00;0.36;0
320;supply_node;1079.00;10.18;1275.00;3.29;0
320;supply_node;1035.00;9.98;1185.00;5.87;0
320;naval_base;1032.00;9.88;1194.00;-2.27;7067
320;naval_base;1042.54;9.90;1245.04;-2.84;7291
320;naval_base;1040.94;9.90;1233.24;-0.34;7067
320;naval_base;1101.00;9.90;1303.00;-2.64;6952
320;naval_base;1064.64;9.80;1277.54;-3.18;6952
320;bunker;1042.00;10.00;1203.00;4.05;0
320;bunker;1075.00;11.12;1222.00;5.61;0
320;bunker;1075.00;10.50;1251.00;3.45;0
320;bunker;1065.00;11.00;1183.00;4.66;0
320;bunker;1090.00;10.70;1261.00;1.39;0
320;bunker;1042.00;9.85;1223.00;4.05;0
320;bunker;1109.00;9.98;1296.00;0.44;0
320;bunker;1089.00;10.40;1275.00;4.56;0
320;coastal_bunker;1107.00;9.62;1299.00;-2.64;0
320;coastal_bunker;1025.00;9.50;1232.00;-1.84;0
320;coastal_bunker;1042.00;9.65;1242.00;-1.94;0
320;coastal_bunker;1069.00;9.65;1279.00;-1.98;0
320;coastal_bunker;1028.00;9.60;1184.00;-2.27;0
320;dockyard;1099.00;9.65;1297.00;-2.64;0
320;anti_air_building;1055.00;10.25;1213.00;3.61;0
320;anti_air_building;1097.00;10.30;1285.00;1.45;0
320;anti_air_building;1046.00;10.03;1235.00;1.55;0
320;synthetic_refinery;1066.00;10.00;1263.00;5.67;0
320;fuel_silo;1057.00;10.55;1199.00;3.52;0
320;radar_station;1070.00;11.03;1234.00;4.43;0
320;rocket_site;1067.00;11.23;1174.00;1.46;0
320;nuclear_reactor;1113.00;10.20;1294.00;4.12;0
320;floating_harbor;1023.62;9.50;1194.48;0.88;5919
1;arms_factory;2893.00;10.48;2027.00;1.67;0
1;arms_factory;2915.00;10.93;2043.00;4.33;0
1;arms_factory;2848.00;9.95;1995.00;0.71;0
1;arms_factory;2922.00;12.07;2007.00;3.73;0
1;arms_factory;2878.00;10.35;2013.00;0.11;0
1;arms_factory;2936.00;12.98;1940.00;2.78;0
1;industrial_complex;2845.00;10.28;1984.00;5.44;0
1;industrial_complex;2935.00;10.55;1962.00;2.17;0
1;industrial_complex;2923.00;11.55;2016.00;4.84;0
1;industrial_complex;2876.00;10.07;2024.00;1.23;0
1;industrial_complex;2926.00;11.25;1989.00;2.78;0
1;industrial_complex;2850.00;10.03;1993.00;0.62;0
1;air_base;2925.00;10.75;1975.00;1.83;0
1;supply_node;2881.00;10.28;2017.00;5.92;0
1;supply_node;2929.00;10.85;1955.00;3.68;0
1;supply_node;2900.00;11.18;1981.00;0.33;0
1;supply_node;2956.00;12.05;2004.00;1.81;0
1;supply_node;2944.00;11.78;2036.00;5.85;0
1;supply_node;2915.00;11.15;2018.00;1.04;0
1;supply_node;2856.00;10.35;1990.00;3.98;0
1;naval_base;2836.00;9.88;1997.00;-2.60;6647
1;naval_base;2866.00;9.65;2023.00;-2.84;7048
1;naval_base;2901.00;9.60;2047.00;-2.59;7048
1;bunker;2931.00;13.00;1929.00;0.79;0
1;bunker;2944.00;11.07;2005.00;4.91;0
1;bunker;2890.00;11.32;1975.00;0.18;0
1;bunker;2864.00;9.98;2016.00;2.85;0
1;bunker;2879.00;10.80;1994.00;0.69;0
1;bunker;2956.00;10.93;2044.00;1.90;0
1;bunker;2901.00;10.95;2010.00;4.91;0
1;coastal_bunker;2856.00;9.65;2011.00;-2.60;0
1;coastal_bunker;2862.00;9.50;2020.00;-2.84;0
1;coastal_bunker;2898.00;9.50;2043.00;-2.59;0
1;dockyard;2899.00;9.85;2043.00;-2.59;0
1;anti_air_building;2917.00;11.70;1996.00;4.57;0
1;anti_air_building;2971.00;12.65;1999.00;2.41;0
1;anti_air_building;2965.00;11.38;2018.00;0.25;0
1;synthetic_refinery;2916.00;10.95;2043.00;0.35;0
1;fuel_silo;2938.00;11.35;2039.00;4.47;0
1;radar_station;2907.00;11.12;1986.00;2.23;0
1;rocket_site;2971.00;12.30;2007.00;3.87;0
1;nuclear_reactor;2920.00;10.95;2027.00;5.08;0
1;floating_harbor;2876.88;9.50;2034.53;0.20;100
1;floating_harbor;2861.00;9.50;2037.00;-4.53;3049
1;floating_harbor;2843.40;9.50;2011.00;0.54;3159
2;arms_factory;3975.00;11.30;2035.00;0.71;0
2;arms_factory;3960.00;12.07;2013.00;3.73;0
2;arms_factory;3969.00;11.60;2025.00;0.11;0
2;arms_factory;3967.00;11.50;2039.00;2.78;0
2;arms_factory;3961.00;12.00;2022.00;5.44;0
2;arms_factory;3980.00;11.05;2037.00;2.17;0
2;industrial_complex;3958.00;12.35;2019.00;4.84;0
2;industrial_complex;3974.00;11.40;2032.00;1.23;0
2;industrial_complex;3969.00;11.43;2041.00;2.78;0
2;industrial_complex;3970.00;11.45;2028.00;0.62;0
2;industrial_complex;3951.00;12.00;2036.00;1.83;0
2;industrial_complex;3968.00;11.80;2020.00;5.95;0
2;air_base;3983.00;11.00;2044.00;2.68;0
2;supply_node;3972.00;11.48;2014.00;0.33;0
2;supply_node;3958.00;11.70;2039.00;1.81;0
2;bunker;3954.00;11.62;2045.00;4.40;0
2;bunker;3970.00;11.75;2002.00;5.96;0
2;anti_air_building;3951.00;12.18;2031.00;2.34;0
2;anti_air_building;3958.00;12.07;2001.00;0.18;0
2;anti_air_building;3972.00;11.40;2039.00;1.39;0
2;synthetic_refinery;3964.00;11.50;2046.00;4.40;0
2;fuel_silo;3978.00;11.23;2033.00;0.79;0
2;radar_station;3970.00;11.55;2012.00;5.39;0
2;rocket_site;3961.00;11.90;2024.00;0.18;0
2;nuclear_reactor;3962.00;11.60;2037.00;2.85;0
3;arms_factory;749.00;10.98;1878.00;0.11;0
3;arms_factory;790.00;11.00;1843.00;2.78;0
3;arms_factory;749.00;11.10;1875.00;5.44;0
3;arms_factory;788.00;10.98;1845.00;2.17;0
3;arms_factory;748.00;11.15;1872.00;4.84;0
3;arms_factory;780.00;11.00;1843.00;1.23;0
3;industrial_complex;791.00;10.65;1877.00;2.78;0
3;industrial_complex;768.00;10.55;1841.00;0.62;0
3;industrial_complex;811.00;10.43;1874.00;1.83;0
3;industrial_complex;770.00;10.65;1843.00;5.95;0
3;industrial_complex;788.00;10.90;1872.00;2.68;0
3;industrial_complex;798.00;10.25;1897.00;3.90;0
3;air_base;801.00;10.40;1874.00;1.73;0
3;supply_node;760.00;10.82;1884.00;5.85;0
3;supply_node;769.00;10.65;1848.00;1.04;0
3;supply_node;798.00;10.50;1874.00;3.98;0
3;supply_node;828.00;10.20;1893.00;1.74;0
3;supply_node;788.00;10.12;1902.00;3.22;0
3;naval_base;785.00;9.90;1915.00;-3.03;7268
3;naval_base;819.00;9.88;1902.00;-2.36;7268
3;naval_base;764.00;9.90;1906.00;-2.78;6963
3;bunker;779.00;10.38;1894.00;0.18;0
3;bunker;761.00;10.48;1890.00;2.85;0
3;bunker;819.00;10.10;1893.00;0.69;0
3;bunker;779.00;11.00;1843.00;1.90;0
3;bunker;791.00;10.60;1880.00;4.91;0
3;coastal_bunker;805.00;9.90;1904.00;-3.03;0
3;coastal_bunker;835.00;9.85;1901.00;-4.28;0
3;coastal_bunker;749.00;9.98;1905.00;-2.78;0
3;dockyard;856.00;9.90;1896.00;-4.28;0
3;anti_air_building;804.00;10.38;1890.00;4.57;0
3;anti_air_building;788.00;10.90;1854.00;2.41;0
3;anti_air_building;802.00;10.43;1886.00;0.25;0
3;synthetic_refinery;763.00;11.00;1865.00;0.35;0
3;fuel_silo;794.00;10.50;1890.00;4.47;0
3;radar_station;798.00;10.43;1872.00;2.23;0
3;rocket_site;792.00;10.65;1886.00;3.87;0
3;nuclear_reactor;753.00;10.95;1865.00;5.08;0
3;floating_harbor;749.51;9.50;1911.54;0.36;791
