1;2773.00;10.10;1566.00;small
1;2759.00;10.55;1610.00;small
2;2735.00;11.82;1647.00;small
2;2737.00;12.28;1686.00;small
3;2695.00;9.50;1626.00;small
3;2664.00;9.80;1598.00;small
4;2883.00;9.78;1536.00;small
4;2899.00;9.50;1569.00;small
5;2969.00;10.50;1540.00;big
6;3030.00;9.50;1695.00;big
6;3049.00;10.90;1773.00;big
6;3072.93;9.60;1726.69;small
7;3219.00;10.60;1905.00;big
7;3084.00;11.48;1889.00;big
8;3210.00;10.23;1784.00;big
9;3137.00;9.50;1742.00;big
9;3071.00;9.50;1649.00;big
10;3585.00;10.40;1801.00;big
10;3330.00;10.32;1755.00;big
11;3251.00;9.93;1587.00;big
11;3185.00;10.10;1655.00;big
12;3366.00;10.07;1574.00;big
12;3338.00;10.53;1636.00;big
12;3453.00;9.80;1678.00;big
12;3371.00;10.40;1655.00;big
12;3435.00;10.07;1567.00;big
13;3525.00;10.75;1603.00;big
13;3652.00;10.28;1645.00;big
14;3477.00;9.85;1511.00;big
14;3521.00;9.60;1447.00;big
14;3544.00;9.65;1446.00;big
14;3514.00;9.73;1500.00;big
14;3448.00;9.98;1503.00;big
14;3479.00;9.80;1458.00;big
14;3421.00;9.75;1446.00;big
14;3401.00;9.65;1425.00;big
14;3427.00;9.98;1409.00;big
15;3525.00;10.07;1383.00;big
15;3472.00;10.55;1406.00;big
16;2785.00;9.50;1710.00;big
16;2863.00;9.50;1610.00;big
17;3744.00;10.68;1678.00;big
17;3754.00;10.23;1611.00;big
17;3853.00;9.80;1675.00;big
17;3758.00;10.23;1740.00;big
18;2754.00;9.50;1518.00;small
18;2823.00;9.50;1543.00;small
19;2836.00;9.80;1490.00;big
19;2858.00;12.88;1420.00;big
20;4195.00;9.80;1750.00;big
20;3951.00;9.80;1796.00;big
21;2933.00;13.93;1456.00;big
21;3040.00;13.03;1467.00;big
22;3036.00;12.20;1515.00;small
22;3107.00;9.85;1475.00;small
23;3030.00;9.63;1341.00;small
23;2968.00;11.38;1412.00;small
24;3067.00;11.20;1416.00;small
24;3124.00;12.30;1383.00;small
25;3153.00;11.98;1329.00;small
25;3163.00;9.75;1280.00;small
26;3230.00;9.68;1446.00;small
26;3184.00;9.73;1397.00;small
27;4090.00;10.53;1602.00;small
27;4365.00;11.50;1633.00;small
28;3427.00;11.45;1238.00;big
28;3388.00;10.10;1242.00;big
28;3383.00;11.55;1206.00;big
29;3029.00;9.50;1248.00;big
29;3121.00;9.50;1237.00;big
30;3340.00;9.80;1425.00;big
30;3260.00;9.50;1349.00;big
31;4023.00;10.75;846.00;big
31;4015.00;11.30;937.00;big
32;1196.00;9.50;146.00;big
32;1281.00;9.50;420.00;big
33;5499.00;10.43;1657.00;big
33;464.00;12.60;1966.00;big
34;1444.00;11.25;1090.00;big
34;1548.00;10.98;1006.00;big
35;1790.00;18.05;582.00;big
35;1617.00;20.40;696.00;big
36;2001.00;10.65;1993.00;big
36;2163.00;10.18;1944.00;big
37;4922.00;9.73;1497.00;big
37;4603.00;12.35;1588.00;big
38;3136.00;9.82;1551.00;small
38;3075.00;9.78;1567.00;small
39;5195.00;11.75;1784.00;big
39;4756.00;11.50;1770.00;big
40;3561.00;9.90;1331.00;big
40;3466.00;15.10;1374.00;big
40;3495.00;11.53;1360.00;big
40;3518.00;11.20;1327.00;big
41;2709.00;13.85;1364.00;big
41;2719.00;11.30;1285.00;big
41;2782.00;13.28;1345.00;big
42;2670.00;9.50;1407.00;small
42;2735.00;9.50;1437.00;small
43;2687.00;9.50;1520.00;big
43;2647.00;9.50;1675.00;big
44;2414.00;9.50;1967.00;big
44;2238.00;9.50;1890.00;big
45;2628.00;9.50;1998.00;big
45;2837.00;9.50;1926.00;big
46;3261.00;9.50;2033.00;big
46;3464.00;9.50;1939.00;big
47;2598.00;9.50;1377.00;big
47;2618.00;9.50;1224.00;big
48;2473.00;9.50;963.00;big
48;2571.00;9.50;1144.00;big
49;2473.00;9.50;1525.00;big
49;2307.00;9.50;1671.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2381.00;9.50;1348.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
52;1463.00;9.50;1295.00;big
53;1651.00;9.50;1137.00;big
53;1848.00;9.50;1095.00;big
54;1638.00;9.50;1388.00;big
54;1745.00;9.50;1536.00;big
55;1913.00;9.50;1575.00;big
55;1875.00;9.50;1693.00;big
56;2037.00;9.50;1289.00;big
56;2034.00;9.50;1461.00;big
57;1827.00;9.60;1412.00;big
57;1811.00;9.50;1263.00;big
58;2430.00;9.50;1116.00;big
58;2243.00;9.50;1118.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3888.00;9.50;489.00;big
60;3731.00;9.50;602.00;big
61;2296.00;9.50;872.00;big
61;2474.00;9.50;778.00;big
62;2843.00;9.50;655.00;big
62;2661.00;9.50;644.00;big
63;1898.00;9.50;104.00;big
63;2007.00;9.50;218.00;big
64;2338.00;9.50;117.00;big
64;2129.00;9.50;106.00;big
65;3300.00;9.50;58.00;big
65;3047.00;9.50;78.00;big
66;2381.00;9.50;592.00;big
66;2190.00;9.50;404.00;big
67;2594.00;9.50;161.00;big
67;2799.00;9.50;112.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3208.00;9.50;1233.00;big
69;3318.00;9.75;1225.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4297.00;9.50;471.00;big
71;4140.00;9.50;566.00;big
72;4434.00;9.50;661.00;big
72;4502.00;9.50;615.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4500.00;9.50;708.00;big
75;4589.00;9.65;802.00;big
76;4780.00;9.70;1201.00;big
76;4799.00;9.50;1081.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1202.00;big
78;4872.00;9.50;839.00;big
78;4782.00;9.50;943.00;big
79;4862.00;9.50;1298.00;big
79;4954.00;9.50;1355.00;big
80;2604.00;10.43;909.00;big
80;2772.00;10.25;837.00;big
81;5132.00;9.50;377.00;big
81;5382.00;10.38;310.00;big
82;4802.00;9.50;584.00;big
82;4904.00;9.50;482.00;big
83;5302.00;10.53;490.00;big
83;5456.00;9.50;438.00;big
84;5181.00;9.50;598.00;big
84;5019.00;9.50;739.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5454.00;9.50;122.00;big
86;5196.00;9.50;97.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;5500.00;9.50;1730.00;big
88;130.00;9.50;1939.00;big
89;858.00;9.50;1464.00;big
89;821.00;9.50;1614.00;big
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;3025.00;9.50;865.00;big
91;2877.00;10.10;855.00;big
92;4634.00;9.50;393.00;big
92;4760.00;9.50;441.00;big
93;4744.00;11.30;499.00;big
93;4628.00;9.50;524.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.53;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;19.00;9.50;1474.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.30;746.00;big
98;4704.00;9.50;46.00;big
98;4897.00;9.50;62.00;big
99;4470.00;9.50;309.00;big
99;4452.00;9.50;77.00;big
100;3366.00;9.50;1062.00;big
100;3416.00;9.50;961.00;big
101;4190.00;9.50;932.00;big
101;4171.00;9.50;800.00;big
102;3499.00;9.50;516.00;big
102;3584.00;9.50;645.00;big
103;3374.00;9.50;192.00;big
103;3457.00;9.50;353.00;big
104;3881.00;9.50;900.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1428.00;9.50;866.00;big
107;1504.00;9.50;963.00;big
108;1619.00;9.50;213.00;big
108;1607.00;9.50;442.00;big
109;1469.00;9.50;733.00;big
109;1578.00;9.50;602.00;big
110;1228.00;9.50;700.00;big
110;1189.00;9.50;970.00;big
111;796.00;9.50;1229.00;big
111;787.00;9.50;996.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;715.00;9.50;300.00;big
113;880.00;9.50;430.00;big
114;96.00;9.50;1667.00;big
114;375.00;9.50;1693.00;big
115;602.00;9.50;1627.00;big
115;663.00;9.50;1399.00;big
116;3544.00;15.18;1265.00;big
116;3707.00;11.23;1233.00;big
116;3724.00;11.03;1125.00;big
116;3609.00;13.45;1188.00;big
117;1620.00;12.60;1560.00;big
118;921.00;14.90;1560.00;big
118;1101.00;16.60;1590.00;big
118;926.30;12.10;1686.71;big
118;926.49;11.30;1634.60;big
118;1028.30;15.20;1674.62;big
119;1120.00;16.70;1445.00;big
119;1275.00;10.30;1415.00;big
120;1460.00;10.10;1560.00;big
120;1307.00;10.57;1600.00;big
121;1762.00;11.15;1708.00;big
121;1566.00;10.23;1652.00;big
122;1201.00;10.90;1809.00;big
122;914.00;12.32;1781.00;big
123;1262.00;16.65;1190.00;big
123;1119.00;14.60;1331.00;big
124;1704.00;14.38;1021.00;big
124;1793.00;9.82;1001.00;big
125;2039.00;11.23;521.00;big
125;2162.00;12.82;708.00;big
126;3144.00;10.43;1051.00;big
126;3166.00;10.13;1176.00;big
126;3119.00;10.30;1151.00;big
126;3007.00;10.93;1171.00;big
126;3048.00;12.38;1081.00;big
126;3066.00;10.55;1140.00;big
126;2984.00;11.10;1081.00;big
127;2886.00;10.05;1183.00;big
127;3067.00;13.18;988.00;big
127;2612.00;10.00;1051.00;big
127;2865.00;10.23;912.00;big
127;2819.00;10.63;1148.00;big
127;2738.00;10.23;915.00;big
128;3319.00;10.07;1056.00;big
128;3221.00;9.93;1145.00;big
128;3298.00;10.55;1131.00;big
129;3292.00;12.35;1309.00;big
129;3425.00;16.65;1312.00;big
130;3344.00;10.38;1490.00;big
130;3231.00;10.32;1509.00;big
131;3080.00;10.95;630.00;big
131;3207.00;11.60;581.00;big
132;3346.00;11.70;657.00;big
132;3368.00;12.78;549.00;big
133;3556.00;10.95;789.00;big
133;3462.00;10.48;705.00;big
133;3417.00;18.70;828.00;big
134;3545.00;11.98;371.00;small
134;3534.00;13.03;302.00;small
135;3354.00;10.80;414.00;big
135;3274.00;12.82;363.00;big
136;3620.00;9.60;1489.00;big
136;3698.00;9.90;1474.00;big
136;3964.00;9.80;1521.00;big
136;3885.00;10.32;1485.00;big
136;3765.00;9.80;1481.00;big
136;4013.00;9.80;1525.00;big
136;4072.00;11.88;1487.00;big
136;3798.00;9.80;1555.00;big
136;3651.00;10.03;1399.00;big
136;4008.00;10.82;1435.00;big
136;3909.00;9.95;1553.00;big
137;3802.00;10.00;1319.00;big
137;3710.00;9.80;1317.00;big
137;3884.00;10.10;1368.00;big
137;3759.00;9.90;1420.00;big
138;4031.00;18.02;1366.00;big
138;3942.00;15.70;1352.00;big
138;3891.00;13.38;1294.00;big
